Review;words
Nos alojamos en este hotel, que quieran la historia de sus desarrolladores famosas y Lansky gansters, Myer. Debe haber sido algo para entrar en un hotel de este calibre hace 60 años con todo lo nuevo y mesa. Están restaurando, poco a poco. Es difícil conseguir obreros calificados en Cuba para hacer nada, solo trabajo de restauración. Está diseñado un edificio patrimonio cultural, el re-vamp habituales no va a cortar. A mediados del siglo sillas modernas en el vestíbulo tienen terciopelo azul en ellos! Las alfombras son de lana, de una época pasada. La calidad fue utilizado en aquel entonces, y ha defendido bien. No un poco cansado y deshilachada en los bordes. Nuestra habitación era uno de los 5 en la décima planta, ya que estaban renovando la otra mitad de la planta. Los…;['alojar', 'hotel', 'querer', 'historia', 'desarrollador', 'famoso', 'lansky', 'gansters', 'myer', 'deber', 'haber', 'ser', 'entrar', 'hotel', 'calibre', 'hacer', 'sesenta', 'año', 'nuevo', 'mesa', 'restaurar', 'ser', 'difícil', 'conseguir', 'obrero', 'calificar', 'cuba', 'hacer', 'solo', 'trabajo', 'restauración', 'diseñado', 'edificio', 'patrimonio', 'cultural', 're', 'vamp', 'habitual', 'ir', 'cortar', 'mediados', 'siglo', 'silla', 'moderno', 'vestíbulo', 'tener', 'terciopelo', 'azul', 'alfombra', 'ser', 'lana', 'época', 'pasado', 'calidad', 'ser', 'utilizar', 'aquel', 'entonces', 'haber', 'defender', 'bien', 'cansado', 'deshilachado', 'borde', 'habitación', 'ser', 'cinco', 'décimo', 'planta', 'renovar', 'mitad', 'planta']
Visitamos la Universidad de paso, pero parece muy mal conservada. Falta de mantenimiento, como es habitual en Cuba. Justo al lado de la Universidad cuentan que asesinaron a un opositor en la Revolución;['visitar', 'universidad', 'paso', 'parecer', 'mal', 'conservado', 'faltar', 'mantenimiento', 'ser', 'habitual', 'cuba', 'justo', 'lado', 'universidad', 'contar', 'asesinar', 'opositor', 'revolución']
El lugar es muy lindo y limpio. Los precios accesibles para estar frente a la catedral y centro histórico. Los sanitarios son muy limpios. Y buena atención del personal.;['lugar', 'ser', 'lindo', 'limpio', 'precio', 'accesible', 'frente', 'catedral', 'centro', 'histórico', 'sanitario', 'ser', 'limpio', 'buen', 'atención', 'personal']
En general, la visita fue muy decepcionante. No sólo tomó 1 h 15 en coche para llegar allí (probablemente alrededor de dos horas o más con transporte público), pero el lugar no vale la pena.En detalles:1) la primera y más importante el lugar es absolutamente nada impresionante. Si he visto otra sal cuevas como las de Polonia, los de mina se mira ridículo.2) Entrada de Adulto fue un 50. 000 en lugar de 23. 000 como anuncian en lonely planet y sitio web oficial.3) Guía turístico en inglés solo era a través de la mina con apresurándose poco o ninguna explicación.4) otras atracciones como espectáculo de luz o película en 3D están muy mal comentar.Simplemente evitarlos!;['general', 'visita', 'ser', 'decepcionante', 'sólo', 'tomar', 'h', 'quince', 'coche', 'llegar', 'allí', 'probablemente', 'alrededor', 'dos', 'hora', 'transporte', 'público', 'lugar', 'valer', 'pena', 'detalle', 'primero', 'importante', 'lugar', 'ser', 'absolutamente', 'impresionante', 'si', 'haber', 'ver', 'sal', 'cueva', 'polonia', 'mina', 'mirar', 'ridículo', 'dos', 'entrada', 'adulto', 'ser', 'cincuenta', 'cero', 'lugar', 'veintitrés', 'cero', 'anunciar', 'lonely', 'planet', 'sitio', 'web', 'oficial', 'tres', 'guía', 'turístico', 'inglés', 'solo', 'ser', 'través', 'mina', 'apresurar', 'ninguno', 'explicación', 'cuatro', 'atracción', 'espectáculo', 'luz', 'película', '3d', 'mal', 'comentar', 'simplemente', 'evitar']
La mejor opcion para comer mole en Puebla .. Desde sus cemitas su degustacion de moles y el mejor el MANCHAMANTEL !!!;['mejor', 'opcion', 'comer', 'moler', 'puebla', 'cemita', 'degustacion', 'mol', 'mejor', 'manchamantel']
si fuera necesario contar esta historia la deben contar las victimas no quien fue el verdugo. Esto solo produce vergüenza y enojo.;['si', 'ser', 'necesario', 'contar', 'historia', 'deber', 'contar', 'victima', 'ser', 'verdugo', 'solo', 'producir', 'vergüenza', 'enojo']
Estuvimos en el mes de Noviembre, solo dos días, pues íbamos para Varadero, la comida, el servicio y las atenciones fueron muy buenas, la ventaja que tiene es que esta muy cerca de todo, tuvimos un problema con el aire acondicionado pero nos lo arreglaron super rapido. Lo recomiendo como opción rápida;['mes', 'noviembre', 'solo', 'dos', 'día', 'pues', 'ir', 'varadero', 'comida', 'servicio', 'atención', 'ser', 'buen', 'ventaja', 'tener', 'ser', 'cerca', 'tener', 'problema', 'aire', 'acondicionado', 'arreglar', 'super', 'rapido', 'recomer', 'opción', 'rápido']
Cerca del hotel donde nos alojamos en el Malecón, nos indicaron este Restaurante. Estuvo bien para ir caminando la noche de llegada sin más cuerpo para buscar algo lejos. La comida pasable,aunque el marisco ya sabemos lo regular que es en Cuba. Pescado no podian...Más;['cerca', 'hotel', 'alojar', 'malecón', 'indicar', 'restaurante', 'bien', 'ir', 'caminar', 'noche', 'llegada', 'cuerpo', 'buscar', 'lejos', 'comida', 'pasable', 'aunque', 'marisco', 'saber', 'regular', 'ser', 'cuba', 'pescado', 'poder']
"Tuvimos suerte y pudimos visitar el museo durante ""La Noche del Museo"", estaba lleno de familias disfrutando de las exposiciones y de las actividades espaciales, la visita terminó en la impresionante terraza desde la que se pueden contemplar las imponentes cúpulas de la Ciudad de Puebla, es una vista espectacular y si puedes disfrutarla por la noche seguramente no la olvidarás.";['tener', 'suerte', 'poder', 'visitar', 'museo', 'noche', 'museo', 'lleno', 'familia', 'disfrutar', 'exposición', 'actividad', 'espacial', 'visita', 'terminar', 'impresionante', 'terraza', 'poder', 'contemplar', 'imponente', 'cúpula', 'ciudad', 'puebla', 'ser', 'vista', 'espectacular', 'si', 'poder', 'disfrutar', 'noche', 'seguramente', 'olvidar']
Este Hotel es muy lindo, muy grande.  Nos tocó una habitación con vista plena al mar, es decir, desde la cama (que es GIGANTE) se lo puede ver.  Lo malo en nuestra habitación era que la puerta del baño no cerraba.  El balcón es gigante, con vista a la pileta también. El servicio de internet del hotel no es bueno, sale 8 CUC la hora, y es muy lento, y sólo para el Lobby la señal de Wi Fi. Nos pareció de muy mal gusto nuestra experiencia con uno de los maleteros.  Como recién llegábamos a Cuba no habíamos podido cambiar dinero, entonces, cuando llegamos al hotel, nos asignan habitación, y nos dicen que el maletero se encargaría de llevar nuestros equipajes (como se acostumbra en hoteles de esta categoría, y como también es costumbre dejar propina, nuestra idea era ante nuestra…;['hotel', 'ser', 'lindo', 'grande', 'tocar', 'habitación', 'vista', 'pleno', 'mar', 'decir', 'cama', 'ser', 'gigante', 'poder', 'ver', 'malo', 'habitación', 'ser', 'puerta', 'baño', 'cerrar', 'balcón', 'ser', 'gigante', 'vista', 'pileta', 'servicio', 'internet', 'hotel', 'ser', 'buen', 'salir', 'ocho', 'cuc', 'hora', 'ser', 'lento', 'sólo', 'lobby', 'señal', 'wi', 'fi', 'parecer', 'mal', 'gusto', 'experiencia', 'maletero', 'recién', 'llegar', 'cuba', 'haber', 'poder', 'cambiar', 'dinero', 'entonces', 'llegar', 'hotel', 'asignar', 'habitación', 'decir', 'maletero', 'encargar', 'llevar', 'equipaje', 'acostumbrar', 'hotel', 'categoría', 'ser', 'costumbre', 'dejar', 'propina', 'idea', 'ser']
Me encanta este lugar! Podrá cenar en el bar deportivo dentro o fuera en la terraza con vistas al estanque que es realmente precioso. Amable y excelente servicio. Melissa y Sergio eran fenomenales. Las bebidas y la comida es excelente y a un precio razonable. Recomiendo ir a este restaurante.;['encantar', 'lugar', 'poder', 'cenar', 'bar', 'deportivo', 'dentro', 'terraza', 'vistas', 'estanque', 'ser', 'realmente', 'precioso', 'amable', 'excelente', 'servicio', 'melissa', 'sergio', 'ser', 'fenomenal', 'bebida', 'comida', 'ser', 'excelente', 'precio', 'razonable', 'recomer', 'ir', 'restaurante']
Acabo de regresar de La Habana con un grupo de 9. Todos nosotros disfrutamos este hotel en la Habana Vieja central una cuadra de la capital. Las habitaciones son grandes y están en muy buenas condiciones. Asegúrate de pedir la parte antigua. Los usos eléctricos europeo tapones así que llevar un adaptador. Internet es a veces disponibles en la habitación. Lo mejor es comprar una tarjeta de $5 de Internet en el 2Â° piso y usarlo en el vestíbulo. A propósito, la tarjeta puede ser usada en cualquier lugar de la ciudad donde hay acceso inalámbrico a Internet. Asegúrate de que cierran cuando estás hecho (http://1.1.1.1 - cerrar. Llevar consigo dinero en efectivo, al menos ahora. A pesar de lo que se lee, el hotel ATM's y el no llevar tarjetas de crédito. Hay una pequeña cantidad de…;['acabar', 'regresar', 'habana', 'grupo', 'nueve', 'disfrutar', 'hotel', 'habana', 'vieja', 'central', 'cuadra', 'capital', 'habitación', 'ser', 'grande', 'buen', 'condición', 'asegúrate', 'pedir', 'parte', 'antiguo', 'uso', 'eléctrico', 'europeo', 'tapón', 'así', 'llevar', 'adaptador', 'internet', 'ser', 'vez', 'disponible', 'habitación', 'mejor', 'ser', 'comprar', 'tarjeta', 'cinco', 'internet', '2â', 'piso', 'usar', 'vestíbulo', 'propósito', 'tarjeta', 'poder', 'ser', 'usado', 'cualquiera', 'lugar', 'ciudad', 'haber', 'acceso', 'inalámbrico', 'internet', 'asegúrate', 'cerrar', 'hecho', 'http', 'cerrar', 'llevar', 'dinero', 'efectivo', 'menos', 'ahora', 'pesar', 'leer', 'hotel', 'atm', 's', 'llevar', 'tarjeta', 'crédito', 'haber', 'pequeño', 'cantidad']
"Como cliente asiduo del restaurante puedo decir que es un lugar que a pesar del paso del tiempo sigue ofreciendo la misma calidad y servicio que cuando abrió hace ya algunos años.

La carta ha tenido poco cambio en este tiempo pero los platillos siguen...Más";['cliente', 'asiduo', 'restaurante', 'poder', 'decir', 'ser', 'lugar', 'pesar', 'paso', 'tiempo', 'seguir', 'ofrecer', 'mismo', 'calidad', 'servicio', 'abrir', 'hacer', 'alguno', 'año', 'carta', 'haber', 'tener', 'cambio', 'tiempo', 'platillo', 'seguir', 'má', 's']
Cuenta con buenas instalaciones, te toman foto de recuerdo es opcional tú decides, esta bien dividida por áreas según los famosos que están en la sala, desde cantantes, ex presidentes, cómics, te puedes fotografiar. Hay una sala de “terror” con interacciones muy buena. Te venden una guía del lugar para que no se pero bueno es negocio.;['contar', 'buen', 'instalación', 'tomar', 'foto', 'recuerdo', 'ser', 'opcional', 'decidir', 'bien', 'dividido', 'área', 'según', 'famoso', 'sala', 'cantante', 'ex', 'presidente', 'cómic', 'poder', 'fotografiar', 'haber', 'sala', 'terror', 'interacción', 'buen', 'vender', 'guía', 'lugar', 'buen', 'ser', 'negocio']
Un restaurante, con claridad agradable, linda vista, y la comida riquísima, los postres geniales. Muy recomendable, aunque lleven bien cargada la billetera porque es costoso.;['restaurante', 'claridad', 'agradable', 'lindo', 'visto', 'comida', 'riquísimo', 'postre', 'genial', 'recomendable', 'aunque', 'llevar', 'bien', 'cargado', 'billetera', 'ser', 'costo']
El mejor hotel de la ciudad, por sus trabajadores, productos y servicios  100% recomendado. Absolutamente todo fue increíble, desde el check in hasta el check out, excelente atención, comida, limpieza, amabilidad, ubicación y precio.;['mejor', 'hotel', 'ciudad', 'trabajador', 'producto', 'servicio', 'cien', 'recomendado', 'absolutamente', 'ser', 'increíble', 'check', 'in', 'check', 'out', 'excelente', 'atención', 'comida', 'limpieza', 'amabilidad', 'ubicación', 'precio']
Este lugar está sembrado aparecer vendedor todo el lugar. Literalmente por todas partes. Es una pena porque creo que estas ruinas son bastante increíble, pero constantemente que puedo conseguir 5 camisas por 10 dólares era bastante molesto pero por desgracia inevitable. No puedes subir o tocar nada aquí. Fuimos a 10 sitios este viaje y por desgracia esto debería haber sido en la parte superior pero estaba entre el fondo.;['lugar', 'sembrado', 'aparecer', 'vendedor', 'lugar', 'literalmente', 'parte', 'ser', 'pena', 'creer', 'ruina', 'ser', 'bastante', 'increíble', 'constantemente', 'poder', 'conseguir', 'cinco', 'camisa', 'diez', 'dólar', 'ser', 'bastante', 'molesto', 'desgracia', 'inevitable', 'poder', 'subir', 'tocar', 'aquí', 'ir', 'diez', 'sitio', 'viaje', 'desgracia', 'deber', 'haber', 'ser', 'parte', 'superior', 'fondo']
Para subir una escalera de mármol, a través de un sitio de construcción, sin embargo, habitada por gente que proporciona música de fondo, para un restaurante en la tercera planta, con servicio de comida y de esta calidad, es una experiencia que simplemente nunca olvidará....El servicio era impecable, aún cuando tienen que tratar con un montón de alboroto de inglés titulado que afortunadamente la izquierda como llegamos. La comida es de los mejores que hemos tenido en nuestra quincena en Cuba. El único inconveniente fue la inexplicable presencia de algunos terrones pequeños de queso en una deliciosa mousse de fruta tropical, pero volvería en un abrir y cerrar de ojos.Más;['subir', 'escalera', 'mármol', 'través', 'sitio', 'construcción', 'embargo', 'habitado', 'gente', 'proporcionar', 'música', 'fondo', 'restaurante', 'tercero', 'planta', 'servicio', 'comida', 'calidad', 'ser', 'experiencia', 'simplemente', 'nunca', 'olvidar', 'servicio', 'ser', 'impecable', 'aún', 'tener', 'tratar', 'montón', 'alboroto', 'inglés', 'titulado', 'afortunadamente', 'izquierda', 'llegar', 'comida', 'ser', 'mejor', 'haber', 'tener', 'quincena', 'cuba', 'único', 'inconveniente', 'ser', 'inexplicable', 'presencia', 'alguno', 'terrón', 'pequeño', 'queso', 'delicioso', 'mousse', 'fruta', 'tropical', 'volver', 'abrir', 'cerrar', 'ojo', 'má', 's']
Vale la pena realizar la caminata desde el Capitolio hasta el Malecón. Hay un montón de bellos edificios, algunos destruidos, por ésta calle. Recomiendo hacerlo al atardecer, porque obtendrás muy buena luz para las fotografías.;['valer', 'pena', 'realizar', 'caminata', 'capitolio', 'malecón', 'haber', 'montón', 'bello', 'edificio', 'alguno', 'destruido', 'calle', 'recomer', 'hacer', 'atardecer', 'obtener', 'buen', 'luz', 'fotografía']
Segunda vez ya que vengo aquí y ningún cambio, te dan la cuenta al momento que te llevan la bebida, además llegas y te sientas a esperar a que te atiendan y se tardan como 20 minutos en venir a atenderte, una vez pedí solo 2 botellas de agua, se tardaron como 30 minutos en traerme las dos botellas, para colmo me las trae la mujer en las manos y en las otras manos trae los dos vasos ni una bandeja ni nada!!!! Esto es asqueroso, cuando me pone el vaso en la mesa.... la sorpresita, manchado de un pintalabios, esto ya es lo más cutre del mundo!!!! ;['segundo', 'vez', 'venger', 'aquí', 'ninguno', 'cambio', 'dar', 'cuenta', 'momento', 'llevar', 'bebida', 'además', 'llegar', 'sentar', 'esperar', 'atender', 'tardar', 'veinte', 'minuto', 'venir', 'atender', 'vez', 'pedir', 'solo', 'dos', 'botella', 'agua', 'tardar', 'treinta', 'minuto', 'traer', 'dos', 'botella', 'colmo', 'traer', 'mujer', 'mano', 'mano', 'traer', 'dos', 'vaso', 'bandeja', 'ser', 'asqueroso', 'poner', 'vaso', 'mesa', 'sorpresita', 'manchado', 'pintalabio', 'ser', 'cutre', 'mundo']
Solo resaltar que me esperaba algo más isleño y que los mojitos estuvieran más elaborados. Parecía que era un museo y te daba una especie de soda con Ron y algo de hielo. Era algo sistemático y muy turístico, no tenía el encanto de Cuba,...Más;['solo', 'resaltar', 'esperar', 'isleño', 'mojito', 'elaborado', 'parecer', 'ser', 'museo', 'dar', 'especie', 'soda', 'ron', 'hielo', 'ser', 'sistemático', 'turístico', 'tener', 'encanto', 'cuba']
Nuestro grupo de 14 en una visita a Cuba por la noche cenamos aquí finales de febrero 2013. La comida era excelente, pero el servicio fue extremadamente lento, y el personal desatendido. comida llegó desordenada con algunos aperitivos todavía no sirve después otros en el...grupo había terminado el suyo y lo mismo ocurrió con platos principales. Claramente el orgullo de restaurante en sí en un buen servicio, ya que cobran agregar el 10% de la factura de servicio que sin duda no se merecen.Más;['grupo', 'catorce', 'visita', 'cuba', 'noche', 'cenar', 'aquí', 'final', 'febrero', 'dos mil trece', 'comida', 'ser', 'excelente', 'servicio', 'ser', 'extremadamente', 'lento', 'personal', 'desatendido', 'comida', 'llegar', 'desordenado', 'alguno', 'aperitivo', 'todavía', 'servir', 'después', 'grupo', 'haber', 'terminar', 'mismo', 'ocurrir', 'plato', 'principal', 'claramente', 'orgullo', 'restaurante', 'buen', 'servicio', 'cobrar', 'agregar', 'diez', 'factura', 'servicio', 'duda', 'merecer', 'má', 's']
Es un playon de unas 4 manzanas totalmente asfaltado. Nada de verde, nada de sombra, nada lindo que ver. De un lado un monumento a Marti, enfrente las famosas imágenes de Camilo Cienfuegos y el Che Guevara. De pintoresco nada, de historia quizá. Pero estando en la Habana, la visita es obligada.;['ser', 'playon', 'cuatro', 'manzana', 'totalmente', 'asfaltado', 'verde', 'sombra', 'lindo', 'ver', 'lado', 'monumento', 'marti', 'enfrentar', 'famoso', 'imagen', 'camilo', 'cienfuegos', 'che', 'guevara', 'pintoresco', 'historia', 'quizá', 'habana', 'visita', 'ser', 'obligar']
Recomiendo el Mole, está exquisito.  También en recomendable hacer entradas cmpartidas.  Muy buena relación calidad/precio;['recomer', 'mole', 'exquisito', 'recomendable', 'hacer', 'entrada', 'cmpartido', 'buen', 'relación', 'calidad', 'precio']
Estuvimos unas noches en el hotel antes de hacer una ruta por toda Cuba, la verdad que nos gusto por su ubicación, es excelente, en la zona de la Habana vieja con todo lo mas turístico en los alrededores, las habitaciones son amplias  y unas vistas hermosas a la ciudad. Estancia muy agradable, para repetir.;['noche', 'hotel', 'hacer', 'ruta', 'cuba', 'verdad', 'gusto', 'ubicación', 'ser', 'excelente', 'zona', 'habana', 'viejo', 'mas', 'turístico', 'alrededor', 'habitación', 'ser', 'amplio', 'vistas', 'hermoso', 'ciudad', 'estancia', 'agradable', 'repetir']
Es más un fuerte que un castillo, pero tiene mucho que ver con las historia de la ciudad. En mi caso particular nunca había visitado una construcción de estas características, y me pareció muy interesante. Es una actividad que no hay que dejar de hacer.;['ser', 'fuerte', 'castillo', 'tener', 'ver', 'historia', 'ciudad', 'caso', 'particular', 'nunca', 'haber', 'visitar', 'construcción', 'característica', 'parecer', 'interesante', 'ser', 'actividad', 'haber', 'dejar', 'hacer']
Al pasear y recorrer este sector de Bogotá se puede percibir lo históricas que son sus calles y construcciones, además los restaurantes y bares que hay en este lugar son realmente acogedores y agradables ;['pasear', 'recorrer', 'sector', 'bogotá', 'poder', 'percibir', 'histórico', 'ser', 'calle', 'construcción', 'además', 'restaurante', 'bar', 'haber', 'lugar', 'ser', 'realmente', 'acogedor', 'agradable']
Muy lindo lugar con una hermosa vista, se puede subir en fonicular y bajar en tren, arriba hya hermsos miradores. vale la pena;['lindo', 'lugar', 'hermoso', 'vista', 'poder', 'subir', 'fonicular', 'bajar', 'tren', 'arriba', 'hya', 'hermso', 'mirador', 'valer', 'pena']
Pura cultura latinoamericana, un lugar imperdible, cuidado al 100% que muestra un respeto por su cultura indígena y su legado. Hay que tomarse tiempo porque es un paseo largo y hay que darlo con calma porque hay muchísimo que ver. Imperdible;['puro', 'cultura', 'latinoamericano', 'lugar', 'imperdible', 'cuidado', 'cien', 'mostrar', 'respeto', 'cultura', 'indígena', 'legado', 'haber', 'tomar', 'tiempo', 'ser', 'paseo', 'largo', 'haber', 'dar', 'calma', 'haber', 'muchísimo', 'ver', 'imperdible']
"Excelent very good; todo excelente Las personas fueron muy calidas, dispuestas a servir en todo lo.que se requiera. la vista del del mar desde los cuartos. el tamaño de la habitacion fue el mejor Bueno                                                  ";['excelent', 'very', 'good', 'excelente', 'persona', 'ser', 'calido', 'dispuesto', 'servir', 'requerir', 'vista', 'mar', 'cuarto', 'tamaño', 'habitacion', 'ser', 'mejor', 'bueno']
Una imagen llena de historia, que mira hacia la ciudad, ubicada estrategicamente a una altura, lo suficiente para ser vista desde distintas puntos de la ciudad.;['imagen', 'lleno', 'historia', 'mirar', 'hacia', 'ciudad', 'ubicado', 'estrategicamente', 'altura', 'suficiente', 'ser', 'ver', 'distinto', 'punto', 'ciudad']
Fui en semana santa por 3 dias a Cartagena. Me hospedé en el Cartagena Plaza y la estadía fue muy agradable. El Hotel cuenta con muchas amenidades, el personal tanto meseros, limpieza, botones, etc. es muy atento y siempre dispuestos a colaborar. Lo que no me gustó es que en horas pico es muy complicado acceder a los elevadores. Hay 4 y es un edificio de 20 pisos por lo que tardan mucho en llegar, yo no esperé tanto pero escuché a muchos quejádose de que duraron más de 5 minutos esperando;['ser', 'semana', 'santo', 'tres', 'dia', 'cartagena', 'hospedar', 'cartagena', 'plaza', 'estadía', 'ser', 'agradable', 'hotel', 'contar', 'amenidad', 'personal', 'mesero', 'limpieza', 'botón', 'ser', 'atento', 'siempre', 'dispuesto', 'colaborar', 'gustar', 'ser', 'hora', 'pico', 'ser', 'complicado', 'acceder', 'elevador', 'haber', 'cuatro', 'ser', 'edificio', 'veinte', 'piso', 'tardar', 'llegar', 'esperar', 'escuchar', 'quejar', 'durar', 'cinco', 'minuto', 'esperar']
Estúpida tradición turística , hordas de rosados guiris haciendo cola para beber un mojito ,como por obligación. Refleja las altas cotas de absurdez a las que llega el ser humano. Ni que decir tiene que los cócteles no son ni baratos ,ni los mejores.;['estúpido', 'tradición', 'turístico', 'horda', 'rosado', 'guiris', 'hacer', 'cola', 'beber', 'mojito', 'obligación', 'reflejar', 'alto', 'cota', 'absurdez', 'llegar', 'ser', 'humano', 'decir', 'tener', 'cóctel', 'ser', 'barato', 'mejor']
Desde ver la forma de la edificación te das cuenta que es algo bueno, al entrar las instalaciones son novedosas e incluso algunas hasta interactivas, la atención es muy buena, solo que cierran muy temprano, es totalmente recomendable y no dejarlo pasar al visitar Merida.;['ver', 'forma', 'edificación', 'dar', 'cuenta', 'ser', 'buen', 'entrar', 'instalación', 'ser', 'novedoso', 'incluso', 'alguno', 'interactivo', 'atención', 'ser', 'buen', 'solo', 'cerrar', 'temprano', 'ser', 'totalmente', 'recomendable', 'dejar', 'pasar', 'visitar', 'merida']
Servicio muy bueno en el lobby y bar. Pésimo limpieza a la habitación. Arena  en la alfombra y cabellos en el baño de huéspedes anteriores y polvo en los muebles. Buena ubicación. Unas galletas riquisimas;['servicio', 'buen', 'lobby', 'bar', 'pésimo', 'limpieza', 'habitación', 'arena', 'alfombra', 'cabello', 'baño', 'huésped', 'anterior', 'polvo', 'mueble', 'buen', 'ubicación', 'galleta', 'riquisimo']
Estuvimos un grupo de 3 parejas por 12 días en el hotel, cabe destacar que la mala suerte nos acompaño, desde encontrarnos con tornillos metálicos en la comida, hasta hongos en el pan, si no reclamas no cumplen con lo contratado, al presentar mis reclamos, nunca estuvo el gerente.....  solo unos asistentes que después de 4 días y mucho insistir, no daban mayor respuesta a los problemas, recalco las personas que te atienden, una amabilidad rencomendable...;['grupo', 'tres', 'pareja', 'doce', 'día', 'hotel', 'caber', 'destacar', 'malo', 'suerte', 'acompañar', 'encontrar', 'tornillo', 'metálico', 'comida', 'hongo', 'pan', 'si', 'reclamar', 'cumplir', 'contratado', 'presentar', 'reclamo', 'nunca', 'gerente', 'solo', 'asistente', 'después', 'cuatro', 'día', 'insistir', 'dar', 'mayor', 'respuesta', 'problema', 'recalcar', 'persona', 'atender', 'amabilidad', 'rencomendable']
Muy buen servicio, hotel limpio y  de facil acceso. Altamente recomendable. COmida rica, pero hace falta un menu mas amplio. EL precio un poco alto en comparacion a otros hoteles. EL personal con excelente trato.;['buen', 'servicio', 'hotel', 'limpio', 'facil', 'acceso', 'altamente', 'recomendable', 'comida', 'rico', 'hacer', 'falta', 'menu', 'mas', 'amplio', 'precio', 'alto', 'comparacion', 'hotel', 'personal', 'excelente', 'trato']
"Una de las visitas obligadas de la ciudad pero también de las más frivolizadas. No sólo por la leyenda, sino porque es asombrosa la forma en que se lograban edificar casa a escasos centrímetros unas de otras.

Una vez en el lugar, tener cuidado ya que los supuestos guías de turístas tratarán de convencerlo para que esucha la leyenda que, por otro lado todo mundo conoce. Después es probable que lo forcen para que base a suc compañero(a) casi en contra de su voluntad.

Evitar la visita durante las noches, que es cuando las estudiantinas llevan a la gente al lugar, y al tener el callejón sólo 60 cm de ancho el lugar se vuelve insoportable por momentos.";['visita', 'obligado', 'ciudad', 'frivolizado', 'sólo', 'leyenda', 'sino', 'ser', 'asombroso', 'forma', 'lograr', 'edificar', 'casa', 'escaso', 'centrímetro', 'vez', 'lugar', 'tener', 'cuidado', 'supuesto', 'guía', 'turísta', 'tratar', 'convencer', 'esuchar', 'leyenda', 'lado', 'mundo', 'conocer', 'después', 'ser', 'probable', 'forcir', 'basar', 'suco', 'compañero', 'casi', 'voluntad', 'evitar', 'visita', 'noche', 'ser', 'estudiantina', 'llevar', 'gente', 'lugar', 'tener', 'callejón', 'sólo', 'sesenta', 'cm', 'ancho', 'lugar', 'volver', 'insoportable', 'momento']
Gran lugar para sentarse y observar a la gente, los fines de semana está lleno de arte y gente muy divertida. Un montón de puestos durante el fin de semana, con mantener sake caseros.;['gran', 'lugar', 'sentar', 'observar', 'gente', 'fin', 'semana', 'lleno', 'arte', 'gente', 'divertido', 'montón', 'puesto', 'fin', 'semana', 'mantener', 'sake', 'casero']
Han renovado esta ya hace 2 años cuando yo estaba aquí. Se oye voces Maya y nahua como caminar a través de las nuevas galerías. Gran Escala de todas las culturas en una enorme pared. Gran arte contemporáneo también y habitaciones de muebles antiguos.Ve a la azotea tienen un café o almuerzo. Hermoso entorno con vistas a las cúpulas de la ciudad de Puebla. También señora bolsa super amable, y Ella habla inglés, algo que a mi pésimo español.;['haber', 'renovar', 'hacer', 'dos', 'año', 'aquí', 'oír', 'voz', 'maya', 'nahua', 'caminar', 'través', 'nuevo', 'galería', 'gran', 'escala', 'cultura', 'enorme', 'pared', 'gran', 'arte', 'contemporáneo', 'habitación', 'mueble', 'antiguo', 'ir', 'azotea', 'tener', 'café', 'almuerzo', 'hermoso', 'entorno', 'vistas', 'cúpula', 'ciudad', 'puebla', 'señora', 'bolsa', 'super', 'amable', 'hablar', 'inglés', 'pésimo', 'español']
Nos alojamos aquí por unos días y nos sentimos decepcionados. El hotel está situado al final de la calle principal en Bocagrande y se encuentra en sus propios terrenos extensos, que fue para nosotros, es mejor y tenía una piscina enorme. nos alojamos en el ala del jardín y aunque nuestra habitación era grande, cansados y en la necesidad de una reforma, como el resto del hotel. El vestíbulo del hotel es un hermoso ejemplo de art-deco y es probablemente el elemento destacado (aparte de los jardines). Hay un bar de cócteles que estaba siendo utilizada para un evento corporativo, así que nunca llegamos a usar. El personal era profesional e incluso bastante enérgico. No comimos allí, así que no puedo comentar sobre la comida. En general, una debería haber ido a otro sitio;['alojar', 'aquí', 'día', 'sentir', 'decepcionado', 'hotel', 'situado', 'final', 'calle', 'principal', 'bocagrande', 'encontrar', 'propio', 'terreno', 'extenso', 'ser', 'ser', 'mejor', 'tener', 'piscina', 'enorme', 'alojar', 'ala', 'jardín', 'aunque', 'habitación', 'ser', 'grande', 'cansado', 'necesidad', 'reforma', 'resto', 'hotel', 'vestíbulo', 'hotel', 'ser', 'hermoso', 'ejemplo', 'art', 'deco', 'ser', 'probablemente', 'elemento', 'destacado', 'aparte', 'jardín', 'haber', 'bar', 'cóctel', 'ser', 'utilizar', 'evento', 'corporativo', 'así', 'nunca', 'llegar', 'usar', 'personal', 'ser', 'profesional', 'incluso', 'bastante', 'enérgico', 'comer', 'allí', 'así', 'poder', 'comentar', 'comida', 'general', 'deber', 'haber', 'ir', 'sitio']
Se encuentran muchos restaurantes, bares y hoteles. Lugar para iniciar las callejoneadasa (recorrer calles de Guanajuato siguiendo a una Estudiantina);['encontrar', 'restaurante', 'bar', 'hotel', 'lugar', 'iniciar', 'callejoneadasa', 'recorrer', 'calle', 'guanajuato', 'seguir', 'estudiantina']
